Country,year,sex,age,suicides_no,population,suicides/100k pop,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual
Israel,2015,female,25-34 years,13,581972,2.23,Israel2015,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,female,35-54 years,20,967412,2.07,Israel2015,"299,093,839,690",39793,Generation X,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,female,15-24 years,8,617440,1.3,Israel2015,"299,093,839,690",39793,Millenials,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,male,5-14 years,2,770443,0.26,Israel2015,"299,093,839,690",39793,Generation Z,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Israel,2015,female,5-14 years,1,733603,0.14,Israel2015,"299,093,839,690",39793,Generation Z,Middle East and Northern Africa,11.0,7.278,0.0347,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172,3.08854
Italy,2015,male,75+ years,669,2646587,25.28,Italy2015,"1,832,868,490,534",31537,Silent,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,male,55-74 years,934,6795801,13.74,Italy2015,"1,832,868,490,534",31537,Boomers,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,male,35-54 years,1063,9239883,11.5,Italy2015,"1,832,868,490,534",31537,Generation X,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,male,25-34 years,271,3451808,7.85,Italy2015,"1,832,868,490,534",31537,Millenials,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,male,15-24 years,161,3057509,5.27,Italy2015,"1,832,868,490,534",31537,Millenials,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,female,55-74 years,303,7434895,4.08,Italy2015,"1,832,868,490,534",31537,Boomers,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,female,75+ years,156,4115435,3.79,Italy2015,"1,832,868,490,534",31537,Silent,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,female,35-54 years,320,9386928,3.41,Italy2015,"1,832,868,490,534",31537,Generation X,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,female,25-34 years,64,3394610,1.89,Italy2015,"1,832,868,490,534",31537,Millenials,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,female,15-24 years,34,2874645,1.18,Italy2015,"1,832,868,490,534",31537,Millenials,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,male,5-14 years,7,2944182,0.24,Italy2015,"1,832,868,490,534",31537,Generation Z,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Italy,2015,female,5-14 years,6,2775414,0.22,Italy2015,"1,832,868,490,534",31537,Generation Z,Western Europe,50.0,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518
Japan,2015,male,75+ years,2297,6289365,36.52,Japan2015,"4,394,977,752,878",36510,Silent,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,55-74 years,5241,16239222,32.27,Japan2015,"4,394,977,752,878",36510,Boomers,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,35-54 years,5507,17461022,31.54,Japan2015,"4,394,977,752,878",36510,Generation X,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,25-34 years,1948,6862886,28.38,Japan2015,"4,394,977,752,878",36510,Millenials,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,15-24 years,1091,6088330,17.92,Japan2015,"4,394,977,752,878",36510,Millenials,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,75+ years,1509,9983066,15.12,Japan2015,"4,394,977,752,878",36510,Silent,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,55-74 years,2292,17232482,13.3,Japan2015,"4,394,977,752,878",36510,Boomers,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,35-54 years,2024,16991218,11.91,Japan2015,"4,394,977,752,878",36510,Generation X,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,25-34 years,685,6614211,10.36,Japan2015,"4,394,977,752,878",36510,Millenials,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,15-24 years,408,5772938,7.07,Japan2015,"4,394,977,752,878",36510,Millenials,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,male,5-14 years,62,5553851,1.12,Japan2015,"4,394,977,752,878",36510,Generation Z,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Japan,2015,female,5-14 years,28,5287719,0.53,Japan2015,"4,394,977,752,878",36510,Generation Z,Eastern Asia,46.0,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435
Kazakhstan,2015,male,75+ years,72,156393,46.04,Kazakhstan2015,"184,388,432,149",11784,Silent,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,35-54 years,962,2130654,45.15,Kazakhstan2015,"184,388,432,149",11784,Generation X,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,25-34 years,603,1492576,40.4,Kazakhstan2015,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,55-74 years,363,951365,38.16,Kazakhstan2015,"184,388,432,149",11784,Boomers,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,15-24 years,312,1326082,23.53,Kazakhstan2015,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,75+ years,42,343577,12.22,Kazakhstan2015,"184,388,432,149",11784,Silent,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,15-24 years,127,1285407,9.88,Kazakhstan2015,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,35-54 years,175,2313458,7.56,Kazakhstan2015,"184,388,432,149",11784,Generation X,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,25-34 years,108,1524321,7.09,Kazakhstan2015,"184,388,432,149",11784,Millenials,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,55-74 years,65,1306669,4.97,Kazakhstan2015,"184,388,432,149",11784,Boomers,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,male,5-14 years,30,1445862,2.07,Kazakhstan2015,"184,388,432,149",11784,Generation Z,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kazakhstan,2015,female,5-14 years,13,1370388,0.95,Kazakhstan2015,"184,388,432,149",11784,Generation Z,Central and Eastern Europe,54.0,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729
Kyrgyzstan,2015,male,35-54 years,134,635515,21.09,Kyrgyzstan2015,"6,678,178,340",1285,Generation X,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,male,55-74 years,37,241078,15.35,Kyrgyzstan2015,"6,678,178,340",1285,Boomers,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,male,25-34 years,68,513358,13.25,Kyrgyzstan2015,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,male,75+ years,5,41233,12.13,Kyrgyzstan2015,"6,678,178,340",1285,Silent,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,male,15-24 years,65,557006,11.67,Kyrgyzstan2015,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,female,15-24 years,35,537476,6.51,Kyrgyzstan2015,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,female,75+ years,4,72276,5.53,Kyrgyzstan2015,"6,678,178,340",1285,Silent,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,female,35-54 years,25,669556,3.73,Kyrgyzstan2015,"6,678,178,340",1285,Generation X,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,male,5-14 years,18,569962,3.16,Kyrgyzstan2015,"6,678,178,340",1285,Generation Z,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,female,25-34 years,12,509797,2.35,Kyrgyzstan2015,"6,678,178,340",1285,Millenials,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,female,55-74 years,7,301107,2.32,Kyrgyzstan2015,"6,678,178,340",1285,Boomers,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Kyrgyzstan,2015,female,5-14 years,7,547463,1.28,Kyrgyzstan2015,"6,678,178,340",1285,Generation Z,Central and Eastern Europe,77.0,5.286,0.03823,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2.2327
Latvia,2015,male,75+ years,33,51293,64.34,Latvia2015,"26,972,863,394",14382,Silent,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,male,55-74 years,94,190621,49.31,Latvia2015,"26,972,863,394",14382,Boomers,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,male,35-54 years,106,262740,40.34,Latvia2015,"26,972,863,394",14382,Generation X,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,male,25-34 years,48,143639,33.42,Latvia2015,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,male,15-24 years,24,105890,22.67,Latvia2015,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,female,75+ years,22,134138,16.4,Latvia2015,"26,972,863,394",14382,Silent,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,female,55-74 years,30,274200,10.94,Latvia2015,"26,972,863,394",14382,Boomers,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,female,35-54 years,24,279553,8.59,Latvia2015,"26,972,863,394",14382,Generation X,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,female,15-24 years,3,100065,3.0,Latvia2015,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,female,25-34 years,2,136399,1.47,Latvia2015,"26,972,863,394",14382,Millenials,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,male,5-14 years,1,100914,0.99,Latvia2015,"26,972,863,394",14382,Generation Z,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Latvia,2015,female,5-14 years,0,96070,0.0,Latvia2015,"26,972,863,394",14382,Generation Z,Central and Eastern Europe,89.0,5.098,0.0464,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.62215
Lithuania,2015,male,75+ years,67,79672,84.09,Lithuania2015,"41,508,609,233",15073,Silent,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,male,55-74 years,216,273776,78.9,Lithuania2015,"41,508,609,233",15073,Boomers,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,male,35-54 years,275,387255,71.01,Lithuania2015,"41,508,609,233",15073,Generation X,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,male,25-34 years,101,190800,52.94,Lithuania2015,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,male,15-24 years,66,188903,34.94,Lithuania2015,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,female,75+ years,38,191358,19.86,Lithuania2015,"41,508,609,233",15073,Silent,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,female,55-74 years,55,386892,14.22,Lithuania2015,"41,508,609,233",15073,Boomers,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,female,35-54 years,46,419841,10.96,Lithuania2015,"41,508,609,233",15073,Generation X,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,female,25-34 years,17,182926,9.29,Lithuania2015,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,female,15-24 years,10,178882,5.59,Lithuania2015,"41,508,609,233",15073,Millenials,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,female,5-14 years,3,133506,2.25,Lithuania2015,"41,508,609,233",15073,Generation Z,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Lithuania,2015,male,5-14 years,2,140115,1.43,Lithuania2015,"41,508,609,233",15073,Generation Z,Central and Eastern Europe,56.0,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649
Luxembourg,2015,male,55-74 years,16,54325,29.45,Luxembourg2015,"57,784,495,265",107456,Boomers,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,male,75+ years,4,15011,26.65,Luxembourg2015,"57,784,495,265",107456,Silent,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,male,35-54 years,17,90095,18.87,Luxembourg2015,"57,784,495,265",107456,Generation X,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,female,55-74 years,9,53878,16.7,Luxembourg2015,"57,784,495,265",107456,Boomers,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,male,15-24 years,4,34757,11.51,Luxembourg2015,"57,784,495,265",107456,Millenials,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,male,25-34 years,4,42930,9.32,Luxembourg2015,"57,784,495,265",107456,Millenials,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,female,75+ years,2,23189,8.62,Luxembourg2015,"57,784,495,265",107456,Silent,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,female,35-54 years,6,85928,6.98,Luxembourg2015,"57,784,495,265",107456,Generation X,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,female,5-14 years,1,30367,3.29,Luxembourg2015,"57,784,495,265",107456,Generation Z,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,female,15-24 years,1,33170,3.01,Luxembourg2015,"57,784,495,265",107456,Millenials,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,female,25-34 years,0,42000,0.0,Luxembourg2015,"57,784,495,265",107456,Millenials,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Luxembourg,2015,male,5-14 years,0,32098,0.0,Luxembourg2015,"57,784,495,265",107456,Generation Z,Western Europe,17.0,6.946,0.03499,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,1.96961
Malta,2015,male,25-34 years,8,33179,24.11,Malta2015,"10,574,026,838",25750,Millenials,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,male,35-54 years,9,57603,15.62,Malta2015,"10,574,026,838",25750,Generation X,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,male,55-74 years,8,53017,15.09,Malta2015,"10,574,026,838",25750,Boomers,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,male,15-24 years,2,27768,7.2,Malta2015,"10,574,026,838",25750,Millenials,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,female,35-54 years,3,55098,5.44,Malta2015,"10,574,026,838",25750,Generation X,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,female,15-24 years,1,25588,3.91,Malta2015,"10,574,026,838",25750,Millenials,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,female,55-74 years,2,55161,3.63,Malta2015,"10,574,026,838",25750,Boomers,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,female,25-34 years,1,30613,3.27,Malta2015,"10,574,026,838",25750,Millenials,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,female,5-14 years,0,19625,0.0,Malta2015,"10,574,026,838",25750,Generation Z,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,female,75+ years,0,19379,0.0,Malta2015,"10,574,026,838",25750,Silent,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,male,5-14 years,0,20817,0.0,Malta2015,"10,574,026,838",25750,Generation Z,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Malta,2015,male,75+ years,0,12789,0.0,Malta2015,"10,574,026,838",25750,Silent,Western Europe,37.0,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488
Mauritius,2015,male,35-54 years,37,180202,20.53,Mauritius2015,"11,692,287,066",10125,Generation X,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,25-34 years,16,88362,18.11,Mauritius2015,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,15-24 years,14,96489,14.51,Mauritius2015,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,75+ years,2,15510,12.89,Mauritius2015,"11,692,287,066",10125,Silent,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,25-34 years,10,86613,11.55,Mauritius2015,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,55-74 years,9,103727,8.68,Mauritius2015,"11,692,287,066",10125,Boomers,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,15-24 years,7,94082,7.44,Mauritius2015,"11,692,287,066",10125,Millenials,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,55-74 years,4,116373,3.44,Mauritius2015,"11,692,287,066",10125,Boomers,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,35-54 years,5,177447,2.82,Mauritius2015,"11,692,287,066",10125,Generation X,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,5-14 years,0,83838,0.0,Mauritius2015,"11,692,287,066",10125,Generation Z,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,female,75+ years,0,25820,0.0,Mauritius2015,"11,692,287,066",10125,Silent,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mauritius,2015,male,5-14 years,0,86385,0.0,Mauritius2015,"11,692,287,066",10125,Generation Z,Sub-Saharan Africa,71.0,5.477,0.07197,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,1.76145
Mexico,2015,male,25-34 years,1195,10243158,11.67,Mexico2015,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,male,15-24 years,1347,11676480,11.54,Mexico2015,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,male,75+ years,163,1427654,11.42,Mexico2015,"1,169,622,672,463",10228,Silent,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,male,35-54 years,1560,15181008,10.28,Mexico2015,"1,169,622,672,463",10228,Generation X,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,male,55-74 years,584,6465941,9.03,Mexico2015,"1,169,622,672,463",10228,Boomers,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,female,15-24 years,484,11354811,4.26,Mexico2015,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,female,25-34 years,267,10079012,2.65,Mexico2015,"1,169,622,672,463",10228,Millenials,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,female,35-54 years,303,15940497,1.9,Mexico2015,"1,169,622,672,463",10228,Generation X,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,female,55-74 years,88,7021916,1.25,Mexico2015,"1,169,622,672,463",10228,Boomers,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,male,5-14 years,137,11790898,1.16,Mexico2015,"1,169,622,672,463",10228,Generation Z,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,female,5-14 years,95,11261292,0.84,Mexico2015,"1,169,622,672,463",10228,Generation Z,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Mexico,2015,female,75+ years,11,1915217,0.57,Mexico2015,"1,169,622,672,463",10228,Silent,Latin America and Caribbean,14.0,7.187,0.04176,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,3.60214
Netherlands,2015,male,75+ years,129,523197,24.66,Netherlands2015,"757,999,453,314",47206,Silent,Western Europe,7.0,7.378,0.02799,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2.4657
Netherlands,2015,male,55-74 years,418,1966083,21.26,Netherlands2015,"757,999,453,314",47206,Boomers,Western Europe,7.0,7.378,0.02799,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2.4657
